id,pair_id,family,representation,evaluation_kind,model,effort,response_id,status,error,input_tokens,output_tokens,total_tokens,duration_s,response_path
shortest_path_020_commonchem,shortest_path_020,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0c919c8c212780e30169faa8f9bde481968c0d245fca2c2221,ok,,775,481,1256,8.322,outputs/responses/shortest_path_020_commonchem.txt
shortest_path_025_moljson,shortest_path_025,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_07ee505e20686b210169faa8fe7f648193af387806cc9ca4d0,ok,,892,257,1149,3.962,outputs/responses/shortest_path_025_moljson.txt
shortest_path_027_moljson,shortest_path_027,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0ce9c700a7b9c2fe0169faa9020c8c8194b78ef7cc23e8d275,ok,,787,184,971,2.487,outputs/responses/shortest_path_027_moljson.txt
shortest_path_022_commonchem,shortest_path_022,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0a36eccb4f03da0e0169faa8fbfe9c81959df71d8298816de3,ok,,888,617,1505,8.863,outputs/responses/shortest_path_022_commonchem.txt
shortest_path_022_moljson,shortest_path_022,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_07c0ec2ccf5ef8f80169faa8fb79c48194a6c3675c608183ab,ok,,1233,455,1688,9.653,outputs/responses/shortest_path_022_moljson.txt
shortest_path_027_commonchem,shortest_path_027,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_00b7d29062c42b6f0169faa9027b8c8197aa68c367c0576b58,ok,,582,187,769,2.921,outputs/responses/shortest_path_027_commonchem.txt
translation_graph_to_smiles_039_commonchem,translation_graph_to_smiles_039,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_09a5d9a82ab6ba0c0169faa8d9198481948ee0146c747295fb,ok,,784,2473,3257,45.093,outputs/responses/translation_graph_to_smiles_039_commonchem.txt
shortest_path_024_commonchem,shortest_path_024,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_02b6a0433be41a390169faa8fe68688194bce59e64a6320a51,ok,,697,508,1205,7.85,outputs/responses/shortest_path_024_commonchem.txt
translation_graph_to_smiles_038_commonchem,translation_graph_to_smiles_038,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_04964e8c4d4b9c660169faa8d5bbb88197898037c69d244c00,ok,,734,2467,3201,48.587,outputs/responses/translation_graph_to_smiles_038_commonchem.txt
shortest_path_024_moljson,shortest_path_024,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0993114823234f5b0169faa8fe44a08196aa8a69df135947ee,ok,,958,531,1489,8.909,outputs/responses/shortest_path_024_moljson.txt
shortest_path_029_commonchem,shortest_path_029,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0e4113e82355c2050169faa90561948196bbcbc8cf9434ac75,ok,,659,190,849,3.043,outputs/responses/shortest_path_029_commonchem.txt
shortest_path_031_moljson,shortest_path_031,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0c1ab8c2b4aa62320169faa906465881908889ee5561c69e61,ok,,752,194,946,2.932,outputs/responses/shortest_path_031_moljson.txt
shortest_path_029_moljson,shortest_path_029,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_01ca1bd2bcd1d6850169faa90564c0819780426919ba59af97,ok,,892,266,1158,4.102,outputs/responses/shortest_path_029_moljson.txt
shortest_path_031_commonchem,shortest_path_031,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0c8cece3956bee650169faa90728ec8197bffced374ce4d88f,ok,,603,188,791,2.72,outputs/responses/shortest_path_031_commonchem.txt
shortest_path_025_commonchem,shortest_path_025,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_01072ecacc02b6b70169faa9070f0481908378c771e4ee343f,ok,,673,207,880,11.795,outputs/responses/shortest_path_025_commonchem.txt
shortest_path_026_moljson,shortest_path_026,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_094c4e84c7aebad60169faa8ffca1881958fd26e81748031c9,ok,,1120,733,1853,11.899,outputs/responses/shortest_path_026_moljson.txt
shortest_path_026_commonchem,shortest_path_026,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0329260f711459420169faa90076b8819599da6694a2a8cc1f,ok,,817,793,1610,11.549,outputs/responses/shortest_path_026_commonchem.txt
shortest_path_033_moljson,shortest_path_033,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0d2e9e73d669b6be0169faa9093ca8819795260f9bf776df0e,ok,,752,256,1008,3.41,outputs/responses/shortest_path_033_moljson.txt
shortest_path_028_moljson,shortest_path_028,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_00f5d7f07a1499f40169faa90496e4819082e1b55241bb8958,ok,,1028,469,1497,8.183,outputs/responses/shortest_path_028_moljson.txt
shortest_path_030_commonchem,shortest_path_030,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0391826d2e843c000169faa9063e48819498daec5d5f2b1b57,ok,,803,478,1281,6.934,outputs/responses/shortest_path_030_commonchem.txt
shortest_path_030_moljson,shortest_path_030,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_046690c5177146c20169faa906366481949758e706bceea63f,ok,,1120,428,1548,7.236,outputs/responses/shortest_path_030_moljson.txt
shortest_path_035_moljson,shortest_path_035,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0bbb3a6e322fe8410169faa90c0a188194abb6f5e72121ec44,ok,,1028,50,1078,1.484,outputs/responses/shortest_path_035_moljson.txt
shortest_path_028_commonchem,shortest_path_028,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0796b0ef1c82e0630169faa904da548195a79d281a99ccb8c9,ok,,746,614,1360,9.356,outputs/responses/shortest_path_028_commonchem.txt
shortest_path_035_commonchem,shortest_path_035,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_007a66a348a172180169faa90ca4f88194bbfb7d01e3b03e3a,ok,,767,55,822,1.514,outputs/responses/shortest_path_035_commonchem.txt
shortest_path_033_commonchem,shortest_path_033,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0c8d57f2362a9eb50169faa909e4048190af21d626c466469d,ok,,624,76,700,4.505,outputs/responses/shortest_path_033_commonchem.txt
shortest_path_036_commonchem,shortest_path_036,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0a3a0877d0e42aa30169faa90d2f1c8194a63b62f5b1789323,ok,,624,64,688,1.676,outputs/responses/shortest_path_036_commonchem.txt
translation_graph_to_smiles_040_commonchem,translation_graph_to_smiles_040,translation_graph_to_smiles,commonchem,translation_to_smiles,gpt-5.4,low,resp_0b8921725bbefc520169faa8e01be88190955d9c35dc0d84c2,ok,,868,2642,3510,47.239,outputs/responses/translation_graph_to_smiles_040_commonchem.txt
shortest_path_038_commonchem,shortest_path_038,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0ef635334b55dba80169faa90e2ac88194bf70734e4059ce54,ok,,337,58,395,1.412,outputs/responses/shortest_path_038_commonchem.txt
shortest_path_036_moljson,shortest_path_036,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_060a2669a00752370169faa90cd22c81949f9cb35bcd1cdad3,ok,,752,211,963,2.955,outputs/responses/shortest_path_036_moljson.txt
shortest_path_038_moljson,shortest_path_038,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_01724f6ffd8651120169faa90e2b7481979c12e19f8395a833,ok,,437,65,502,1.679,outputs/responses/shortest_path_038_moljson.txt
shortest_path_032_moljson,shortest_path_032,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0c8a3514418a705c0169faa9086a9881959c219416aa51232c,ok,,1225,545,1770,8.152,outputs/responses/shortest_path_032_moljson.txt
shortest_path_042_moljson,shortest_path_042,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_066cec7cff6f4ea10169faa910974c8193a9cf2691d7bf8e4b,ok,,678,55,733,1.414,outputs/responses/shortest_path_042_moljson.txt
shortest_path_040_commonchem,shortest_path_040,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_04b94ab9113610970169faa90f931481969b1b7dde44317a2f,ok,,613,276,889,3.77,outputs/responses/shortest_path_040_commonchem.txt
shortest_path_042_commonchem,shortest_path_042,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_09fd4b2d516882950169faa912010c8195884707db8a0c2488,ok,,508,60,568,2.07,outputs/responses/shortest_path_042_commonchem.txt
shortest_path_039_moljson,shortest_path_039,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0c8d9f6302b3f9f10169faa90e679481958c9c921b294dbac1,ok,,1203,428,1631,5.997,outputs/responses/shortest_path_039_moljson.txt
shortest_path_040_moljson,shortest_path_040,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_028a50a64454f2eb0169faa90f2f548190a14e4b47e01ded6b,ok,,783,369,1152,5.305,outputs/responses/shortest_path_040_moljson.txt
shortest_path_032_commonchem,shortest_path_032,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_032c8a6c5fde7a6a0169faa909358c8195aff11348c63ce90b,ok,,901,748,1649,11.445,outputs/responses/shortest_path_032_commonchem.txt
shortest_path_034_commonchem,shortest_path_034,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_034513fd26c8f07d0169faa90be3f481959ffdf8b42f6ff3cf,ok,,887,588,1475,9.628,outputs/responses/shortest_path_034_commonchem.txt
shortest_path_037_commonchem,shortest_path_037,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_099eaf679debdc610169faa90d79a481908ce34dead9b1b6a3,ok,,895,480,1375,7.975,outputs/responses/shortest_path_037_commonchem.txt
shortest_path_043_moljson,shortest_path_043,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_03cf1d01868754640169faa9135bec8194b9f1980db7a4ddac,ok,,1212,163,1375,2.344,outputs/responses/shortest_path_043_moljson.txt
shortest_path_041_commonchem,shortest_path_041,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0ea2657358d51db10169faa90fd6f88197914b32ffc7c189f7,ok,,678,300,978,5.898,outputs/responses/shortest_path_041_commonchem.txt
shortest_path_044_commonchem,shortest_path_044,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0315c8ed43abe7c30169faa91479388190881b69b3366c5bf4,ok,,589,69,658,1.64,outputs/responses/shortest_path_044_commonchem.txt
shortest_path_041_moljson,shortest_path_041,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_00d1a85f0546bfe20169faa90ff4c4819797dba928704e5bb0,ok,,964,400,1364,6.492,outputs/responses/shortest_path_041_moljson.txt
shortest_path_044_moljson,shortest_path_044,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_09445cfc55b193290169faa9146ae081908eca42ba93fcb8a9,ok,,787,53,840,1.785,outputs/responses/shortest_path_044_moljson.txt
shortest_path_045_moljson,shortest_path_045,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0d25dcca4fe3c32c0169faa914ac688196bcf4a5072deb1975,ok,,612,150,762,2.541,outputs/responses/shortest_path_045_moljson.txt
shortest_path_045_commonchem,shortest_path_045,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_01103dbf3b0f217f0169faa91558c88194b1675186c0f2efc5,ok,,505,149,654,2.466,outputs/responses/shortest_path_045_commonchem.txt
shortest_path_039_commonchem,shortest_path_039,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0705751af920e50a0169faa90edacc81958f76122476ffa78b,ok,,872,531,1403,9.092,outputs/responses/shortest_path_039_commonchem.txt
shortest_path_034_moljson,shortest_path_034,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0394332a39a894500169faa90b21a881959ea923db0b30b255,ok,,1225,823,2048,13.707,outputs/responses/shortest_path_034_moljson.txt
shortest_path_048_moljson,shortest_path_048,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_05e14b0abdf1157d0169faa91637008196b63f0e7884f79876,ok,,1159,98,1257,2.368,outputs/responses/shortest_path_048_moljson.txt
shortest_path_048_commonchem,shortest_path_048,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_05ffdf9b6b7e80820169faa9162d888193bfbbd48155c02d4e,ok,,877,145,1022,3.161,outputs/responses/shortest_path_048_commonchem.txt
shortest_path_043_commonchem,shortest_path_043,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_033039ebbf89adbb0169faa9140e1c8193bcf972025c709988,ok,,881,326,1207,5.692,outputs/responses/shortest_path_043_commonchem.txt
shortest_path_047_moljson,shortest_path_047,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_09d6e5c3719cadc00169faa915bd7c8197ac3078675cd0106f,ok,,1181,274,1455,5.208,outputs/responses/shortest_path_047_moljson.txt
shortest_path_050_moljson,shortest_path_050,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_00bc891313047edb0169faa917f49c8197b6d74589a3e601db,ok,,984,204,1188,3.149,outputs/responses/shortest_path_050_moljson.txt
shortest_path_049_moljson,shortest_path_049,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_07d97ce4efb464810169faa91734a48190817b9f4768143ec1,ok,,678,276,954,4.099,outputs/responses/shortest_path_049_moljson.txt
shortest_path_037_moljson,shortest_path_037,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0021fe816daa54cb0169faa90d73dc8196810a87dac4cbb823,ok,,1313,860,2173,14.268,outputs/responses/shortest_path_037_moljson.txt
constrained_001_moljson,constrained_001,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bd6056fb20c63bb0169faa9188f608194a851015b4f19b7a4,ok,,688,207,895,3.89,outputs/responses/constrained_001_moljson.txt
shortest_path_047_commonchem,shortest_path_047,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_09491480139e20720169faa91621848190a0ec95e8ad892a6a,ok,,906,459,1365,6.628,outputs/responses/shortest_path_047_commonchem.txt
shortest_path_046_moljson,shortest_path_046,shortest_path,moljson,shortest_path,gpt-5.4,low,resp_0a8da3c83c625bf80169faa91574d481949387810852968da1,ok,,910,433,1343,7.969,outputs/responses/shortest_path_046_moljson.txt
constrained_001_commonchem,constrained_001,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_07e85f990d0f43620169faa91955648194a93382e755fe245b,ok,,417,264,681,4.418,outputs/responses/constrained_001_commonchem.txt
shortest_path_050_commonchem,shortest_path_050,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0b4b75114b787a440169faa918ab5881978139899c53cee8b8,ok,,765,267,1032,6.468,outputs/responses/shortest_path_050_commonchem.txt
shortest_path_049_commonchem,shortest_path_049,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_0c4fb84f8e3991e90169faa917d1ec8196b36c1420b83ad162,ok,,501,466,967,7.78,outputs/responses/shortest_path_049_commonchem.txt
shortest_path_046_commonchem,shortest_path_046,shortest_path,commonchem,shortest_path,gpt-5.4,low,resp_04abf8eb0fadc1260169faa915ad6c81939fd792f8783e0d06,ok,,684,531,1215,10.449,outputs/responses/shortest_path_046_commonchem.txt
constrained_003_moljson,constrained_003,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0e507766add511ff0169faa91b1c748195904bfac8638ccae4,ok,,688,598,1286,9.215,outputs/responses/constrained_003_moljson.txt
constrained_004_moljson,constrained_004,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_02ca29150db763690169faa91bb7b48190962b251e02070703,ok,,688,634,1322,9.228,outputs/responses/constrained_004_moljson.txt
constrained_002_moljson,constrained_002,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_03a9ba70cceb70580169faa919c1108194a0d266a950409ae7,ok,,688,821,1509,11.339,outputs/responses/constrained_002_moljson.txt
constrained_005_commonchem,constrained_005,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0a84fb5eae29459c0169faa91d759881969f2b28715d82e3f7,ok,,417,719,1136,9.712,outputs/responses/constrained_005_commonchem.txt
constrained_003_commonchem,constrained_003,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e4996942a99794a0169faa91b4cf88196b187cee4ed21d168,ok,,417,859,1276,12.089,outputs/responses/constrained_003_commonchem.txt
constrained_006_moljson,constrained_006,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0c7da5753ffaac810169faa91dc6f881948f0d6840dd2cbf49,ok,,688,770,1458,10.646,outputs/responses/constrained_006_moljson.txt
constrained_005_moljson,constrained_005,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0c57da3731292eea0169faa91cc73c81968ce57a2d67d1ce8b,ok,,688,475,1163,12.246,outputs/responses/constrained_005_moljson.txt
constrained_007_moljson,constrained_007,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05f76cab0e46e84a0169faa91fac388193b41ba0dd3adda32f,ok,,688,453,1141,10.013,outputs/responses/constrained_007_moljson.txt
constrained_007_commonchem,constrained_007,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_00cfb64a536e95790169faa92021a88196aabcc278d091e955,ok,,417,639,1056,11.194,outputs/responses/constrained_007_commonchem.txt
constrained_006_commonchem,constrained_006,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0d70df24851370510169faa91f1be0819488c5a58a5d81e296,ok,,417,1107,1524,13.736,outputs/responses/constrained_006_commonchem.txt
constrained_008_moljson,constrained_008,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05108607788080480169faa924534c8197bf84fdce9b7f2918,ok,,688,616,1304,8.485,outputs/responses/constrained_008_moljson.txt
constrained_002_commonchem,constrained_002,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_00d546c39f0d73d00169faa91b572481938dbe0af972e158b4,ok,,417,1342,1759,19.974,outputs/responses/constrained_002_commonchem.txt
constrained_009_moljson,constrained_009,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f88f73cab559bdd0169faa925187c81908c4411650d79f827,ok,,688,664,1352,10.68,outputs/responses/constrained_009_moljson.txt
constrained_004_commonchem,constrained_004,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0a49c2b3a5d216f40169faa91c77e48195bb1eab959047579e,ok,,417,1356,1773,19.575,outputs/responses/constrained_004_commonchem.txt
constrained_011_moljson,constrained_011,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05f187a8d660e2dc0169faa928fcd08190a35c5c87317defe8,ok,,688,534,1222,8.114,outputs/responses/constrained_011_moljson.txt
constrained_008_commonchem,constrained_008,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_077af129b083adb30169faa924f1d08196ae96778d482698b5,ok,,417,1017,1434,14.145,outputs/responses/constrained_008_commonchem.txt
constrained_010_moljson,constrained_010,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0f9dd17fdde4f8f00169faa927a8408190bd08219a21818f99,ok,,688,887,1575,11.765,outputs/responses/constrained_010_moljson.txt
constrained_010_commonchem,constrained_010,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b5affb047e086b00169faa9289c7081938e07946c11428823,ok,,417,1113,1530,14.691,outputs/responses/constrained_010_commonchem.txt
constrained_012_moljson,constrained_012,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0625c46b6076b0640169faa92b58dc8197a5b01f35bdfab775,ok,,688,856,1544,12.578,outputs/responses/constrained_012_moljson.txt
constrained_009_commonchem,constrained_009,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b16081035afd2040169faa92724748195a5448a24b48ddc07,ok,,417,1184,1601,17.008,outputs/responses/constrained_009_commonchem.txt
constrained_011_commonchem,constrained_011,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_09c4552c82964c950169faa92b118481958b449351231855e0,ok,,417,946,1363,15.321,outputs/responses/constrained_011_commonchem.txt
constrained_014_moljson,constrained_014,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0fc75910169d35240169faa92fc5048195ba58baf4641b9dfe,ok,,688,715,1403,9.908,outputs/responses/constrained_014_moljson.txt
constrained_012_commonchem,constrained_012,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b53e22bbb5324c90169faa92cc91c8196931525897da2d62e,ok,,417,1011,1428,13.638,outputs/responses/constrained_012_commonchem.txt
constrained_013_commonchem,constrained_013,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e52fe5f5a5040040169faa92eec008195884930870f2dc4e8,ok,,417,870,1287,11.85,outputs/responses/constrained_013_commonchem.txt
constrained_013_moljson,constrained_013,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05fc09b2939296da0169faa92cc98c819487570fe8152d07bb,ok,,688,915,1603,14.816,outputs/responses/constrained_013_moljson.txt
constrained_015_moljson,constrained_015,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bca976dd3820acf0169faa93126ac8193885e3778a561a61a,ok,,688,701,1389,10.968,outputs/responses/constrained_015_moljson.txt
constrained_016_moljson,constrained_016,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_04bccc14a5426cb50169faa93327588197a81c2bd1e8970547,ok,,688,594,1282,8.929,outputs/responses/constrained_016_moljson.txt
constrained_014_commonchem,constrained_014,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0293bb837fbc313a0169faa93000ac8195a477ae99da0c1855,ok,,417,1011,1428,13.4,outputs/responses/constrained_014_commonchem.txt
constrained_018_moljson,constrained_018,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_01bf2d6d5d8a63fe0169faa9395608819394ecf0a19f27a22b,ok,,688,521,1209,8.717,outputs/responses/constrained_018_moljson.txt
constrained_016_commonchem,constrained_016,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_03336309bd1dc72e0169faa9371ca48197b0c99ae264043986,ok,,417,706,1123,11.542,outputs/responses/constrained_016_commonchem.txt
constrained_018_commonchem,constrained_018,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_014f1359b47412f90169faa939c00c819794e72c978c18dab8,ok,,417,581,998,9.285,outputs/responses/constrained_018_commonchem.txt
constrained_015_commonchem,constrained_015,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_01b103718448494f0169faa93317a081978a68c79c810fd31c,ok,,417,1263,1680,16.975,outputs/responses/constrained_015_commonchem.txt
constrained_021_moljson,constrained_021,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_030610954c0af1420169faa93c17848195a5f4fd5cdcfe61b4,ok,,688,594,1282,8.635,outputs/responses/constrained_021_moljson.txt
constrained_017_moljson,constrained_017,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0880709c13691e920169faa937ebe08193bdffb9331b0d6923,ok,,688,879,1567,12.86,outputs/responses/constrained_017_moljson.txt
constrained_019_moljson,constrained_019,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0ddd78800982d7ed0169faa93a6cac81978b7f7f85c4b48915,ok,,688,711,1399,10.712,outputs/responses/constrained_019_moljson.txt
constrained_020_moljson,constrained_020,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0b3c08edcf9e6f090169faa93b9ef481969b267489b5b524b5,ok,,688,615,1303,9.709,outputs/responses/constrained_020_moljson.txt
constrained_017_commonchem,constrained_017,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_03c5acc2169d33210169faa9384dd88197b27d97be62121c12,ok,,417,1045,1462,13.215,outputs/responses/constrained_017_commonchem.txt
constrained_020_commonchem,constrained_020,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0a66a1ccd2fb1f600169faa93c26c481979828da19b8fe1735,ok,,417,778,1195,11.112,outputs/responses/constrained_020_commonchem.txt
constrained_019_commonchem,constrained_019,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_03153699aef5e4ce0169faa93ac4648190b22b38a2a674ee97,ok,,417,943,1360,14.931,outputs/responses/constrained_019_commonchem.txt
constrained_022_moljson,constrained_022,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0c81753895966d6f0169faa941a45c8193ac88f70daf479ddf,ok,,688,593,1281,8.576,outputs/responses/constrained_022_moljson.txt
constrained_024_moljson,constrained_024,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bc79291ea69aaec0169faa944c1ec8197a4b501bedf321cfd,ok,,688,540,1228,8.651,outputs/responses/constrained_024_moljson.txt
constrained_025_moljson,constrained_025,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05e97bc24aaf206b0169faa9451cac819784a409c5e76088e0,ok,,739,673,1412,11.46,outputs/responses/constrained_025_moljson.txt
constrained_025_commonchem,constrained_025,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_06ac3f7cb51e0ba20169faa945552081908beeff3c7d3e7e97,ok,,468,829,1297,12.355,outputs/responses/constrained_025_commonchem.txt
constrained_023_moljson,constrained_023,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_02837c7605af45200169faa942facc81909c5f415a76b36a60,ok,,688,1135,1823,15.413,outputs/responses/constrained_023_moljson.txt
constrained_021_commonchem,constrained_021,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_05bf96a722bd95e90169faa93d68648190bed01c22cfd00779,ok,,417,1196,1613,21.356,outputs/responses/constrained_021_commonchem.txt
constrained_024_commonchem,constrained_024,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0029e3742fde98fa0169faa944c5e48194a36d2e0b19183879,ok,,417,1053,1470,14.221,outputs/responses/constrained_024_commonchem.txt
constrained_022_commonchem,constrained_022,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0b089f3685fcffb00169faa942abc48193bf89e8de5b440839,ok,,417,1341,1758,19.644,outputs/responses/constrained_022_commonchem.txt
constrained_023_commonchem,constrained_023,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0d298a15293bf9f80169faa94412c881979a327108eec6df1b,ok,,417,1638,2055,25.154,outputs/responses/constrained_023_commonchem.txt
constrained_026_moljson,constrained_026,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0e2370f1a5aba1180169faa94560388194ad4153cd4fbb4895,ok,,732,1585,2317,26.45,outputs/responses/constrained_026_moljson.txt
constrained_027_commonchem,constrained_027,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e034b1c8802e1eb0169faa94a30ec8196bcebab7a20593d7f,ok,,468,1483,1951,21.846,outputs/responses/constrained_027_commonchem.txt
constrained_027_moljson,constrained_027,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_01ffa5f5af8ab4b00169faa949b2f48195a35d9db36ba9382a,ok,,739,1633,2372,25.418,outputs/responses/constrained_027_moljson.txt
constrained_031_moljson,constrained_031,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0964be781626557f0169faa9564f248193b8156a4f3024525b,ok,,732,927,1659,15.574,outputs/responses/constrained_031_moljson.txt
constrained_029_commonchem,constrained_029,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0767c0f347d5e7d20169faa9527e088196a85c403388a6f6db,ok,,461,1280,1741,20.303,outputs/responses/constrained_029_commonchem.txt
constrained_030_moljson,constrained_030,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_05bb628e3c2263b70169faa957be348197af4d517eb369f733,ok,,732,1086,1818,20.751,outputs/responses/constrained_030_moljson.txt
constrained_028_commonchem,constrained_028,constrained_generation,commonchem,constrained_generation,gpt-5.4,low,resp_0e999b0d65be18be0169faa95091b881978c1b854b055fcdda,ok,,461,1694,2155,24.953,outputs/responses/constrained_028_commonchem.txt
constrained_032_moljson,constrained_032,constrained_generation,moljson,constrained_generation,gpt-5.4,low,resp_0bf4ddc5d731ff8d0169faa95fd1e8819584f7bef4e8ead068,ok,,739,775,1514,11.1,outputs/responses/constrained_032_moljson.txt
